25,6,31,64,15,0,173,28,63,45,36,67,fire
26,6,31,64,18,0,173,35,71,53,43,84,fire
27,6,34,53,18,0,178,43,80,73,51,120,fire
28,6,32,55,14,0,178,51,88,60,59,111,fire
29,6,32,47,13,4,159,36,84,17,47,31,not fire
30,6,33,50,14,0,177,45,92,57,56,103,fire
1,7,29,68,19,16,119,5,8,8,5,3,not fire
2,7,27,75,19,19,111,4,8,6,5,2,not fire
3,7,32,76,20,11,126,5,9,10,6,4,not fire
4,7,33,78,17,0,160,9,18,21,11,13,not fire
5,7,33,66,14,0,171,15,27,38,18,39,fire
6,7,32,63,14,0,174,21,37,44,25,54,fire
7,7,35,64,18,3,160,19,40,22,24,25,not fire
8,7,33,68,19,0,171,25,49,48,30,64,fire
9,7,32,68,14,22,133,15,9,8,14,4,not fire
10,7,33,69,13,11,133,12,9,8,11,4,not fire
11,7,33,76,14,0,162,16,18,20,16,17,not fire
12,7,31,75,13,1,150,15,27,12,18,7,not fire
13,7,34,81,15,0,163,19,37,24,23,27,not fire
14,7,34,61,13,9,147,15,22,11,16,6,not fire
15,7,30,80,19,6,121,10,17,8,11,4,not fire
16,7,28,76,21,0,145,14,25,5,16,3,not fire
17,7,29,70,14,0,165,18,34,25,22,28,fire
18,7,31,68,14,0,170,24,43,36,28,48,fire
19,7,35,59,17,0,176,24,52,61,36,87,fire
20,7,33,65,15,1,162,24,62,22,33,32,fire
21,7,33,70,17,0,170,37,71,41,44,70,fire
22,7,28,79,18,1,146,32,79,14,43,22,not fire
23,7,27,66,22,6,136,21,71,14,30,16,not fire
24,7,28,78,16,1,140,19,79,11,29,10,not fire
25,7,31,65,18,0,168,25,88,38,37,58,fire
26,7,36,53,19,0,178,34,98,80,47,122,fire
27,7,36,48,13,0,180,44,108,69,58,122,fire
28,7,33,76,15,0,173,48,117,44,64,90,fire
29,7,32,73,15,0,173,53,127,44,70,95,fire
30,7,31,79,15,0,170,57,136,37,74,85,fire
31,7,35,64,17,0,174,63,145,54,82,125,fire
1,8,36,45,14,0,157,9,10,16,9,7,not fire
2,8,35,55,12,6,156,11,10,13,11,6,not fire
3,8,35,63,14,4,153,11,10,13,11,6,not fire
4,8,34,69,13,0,170,16,19,32,16,31,fire
5,8,34,65,13,0,173,22,29,41,23,48,fire
6,8,32,75,14,0,172,26,39,41,28,54,fire
7,8,32,69,16,0,173,31,48,44,34,64,fire
8,8,32,60,18,4,154,22,47,17,28,20,not fire
9,8,35,59,17,0,174,29,57,55,35,79,fire
10,8,35,55,14,0,177,37,67,59,43,92,fire
11,8,35,63,13,0,177,43,77,56,51,96,fire
12,8,35,51,13,4,162,31,75,20,41,33,not fire
13,8,35,63,15,0,174,38,85,47,48,81,fire
14,8,33,66,14,0,174,43,94,45,54,84,fire
15,8,36,55,13,4,164,31,92,29,44,50,fire
16,8,36,61,18,4,160,23,90,22,35,33,fire
17,8,37,52,18,0,178,32,100,77,45,116,fire
18,8,36,54,18,0,178,40,110,77,55,128,fire
19,8,35,62,19,0,178,46,120,77,62,137,fire
20,8,35,68,19,0,176,51,130,70,69,134,fire
21,8,36,58,19,0,177,59,141,73,77,147,fire
22,8,36,55,18,0,178,67,151,79,86,163,fire
23,8,36,53,16,0,179,75,161,83,95,178,fire
24,8,34,64,14,0,177,81,171,72,101,167,fire
25,8,35,60,15,0,177,87,181,65,109,162,fire
26,8,31,78,18,0,171,91,190,37,114,109,fire 
27,8,33,82,21,0,169,94,200,35,118,105,fire
28,8,34,64,16,0,178,100,210,58,125,159,fire 
29,8,35,48,18,0,180,108,220,100,134,241,fire
27,9,31,66,11,0,171,16,24,32,18,32,fire
28,9,32,47,14,11,155,14,8,14,13,7,not fire
29,9,26,80,16,28,94,5,7,2,6,0,not fire
30,9,25,78,14,22,90,3,7,1,4,0,not fire
