19,07,35,59,17,0,88.1,12,52.8,7.7,18.2,10.9,fire
20,07,33,65,15,0.1,81.4,12.3,62.1,2.8,16.5,4,fire
21,07,33,70,17,0,85.4,18.5,71.5,5.2,22.4,8.8,fire
22,07,28,79,18,0.1,73.4,16.4,79.9,1.8,21.7,2.8,not fire
23,07,27,66,22,0.4,68.2,10.5,71.3,1.8,15.4,2.1,not fire
24,07,28,78,16,0.1,70,9.6,79.7,1.4,14.7,1.3,not fire
25,07,31,65,18,0,84.3,12.5,88.7,4.8,18.5,7.3,fire
26,07,36,53,19,0,89.2,17.1,98.6,10,23.9,15.3,fire
27,07,36,48,13,0,90.3,22.2,108.5,8.7,29.4,15.3,fire
28,07,33,76,15,0,86.5,24.4,117.8,5.6,32.1,11.3,fire
29,07,32,73,15,0,86.6,26.7,127,5.6,35,11.9,fire
30,07,31,79,15,0,85.4,28.5,136,4.7,37.4,10.7,fire
31,07,35,64,17,0,87.2,31.9,145.7,6.8,41.2,15.7,fire
01,08,36,45,14,0,78.8,4.8,10.2,2,4.7,0.9,not fire
02,08,35,55,12,0.4,78,5.8,10,1.7,5.5,0.8,not fire
03,08,35,63,14,0.3,76.6,5.7,10,1.7,5.5,0.8,not fire
04,08,34,69,13,0,85,8.2,19.8,4,8.2,3.9,fire
05,08,34,65,13,0,86.8,11.1,29.7,5.2,11.5,6.1,fire
06,08,32,75,14,0,86.4,13,39.1,5.2,14.2,6.8,fire
07,08,32,69,16,0,86.5,15.5,48.6,5.5,17.2,8,fire
08,08,32,60,18,0.3,77.1,11.3,47,2.2,14.1,2.6,not fire
09,08,35,59,17,0,87.4,14.8,57,6.9,17.9,9.9,fire
10,08,35,55,14,0,88.9,18.6,67,7.4,21.9,11.6,fire
11,08,35,63,13,0,88.9,21.7,77,7.1,25.5,12.1,fire
12,08,35,51,13,0.3,81.3,15.6,75.1,2.5,20.7,4.2,not fire
13,08,35,63,15,0,87,19,85.1,5.9,24.4,10.2,fire
14,08,33,66,14,0,87,21.7,94.7,5.7,27.2,10.6,fire
15,08,36,55,13,0.3,82.4,15.6,92.5,3.7,22,6.3,fire
16,08,36,61,18,0.3,80.2,11.7,90.4,2.8,17.6,4.2,fire
17,08,37,52,18,0,89.3,16,100.7,9.7,22.9,14.6,fire
18,08,36,54,18,0,89.4,20,110.9,9.7,27.5,16.1,fire
19,08,35,62,19,0,89.4,23.2,120.9,9.7,31.3,17.2,fire
20,08,35,68,19,0,88.3,25.9,130.6,8.8,34.7,16.8,fire
21,08,36,58,19,0,88.6,29.6,141.1,9.2,38.8,18.4,fire
22,08,36,55,18,0,89.1,33.5,151.3,9.9,43.1,20.4,fire
23,08,36,53,16,0,89.5,37.6,161.5,10.4,47.5,22.3,fire
24,08,34,64,14,0,88.9,40.5,171.3,9,50.9,20.9,fire
25,08,35,60,15,0,88.9,43.9,181.3,8.2,54.7,20.3,fire
26,08,31,78,18,0,85.8,45.6,190.6,4.7,57.1,13.7,fire 
27,08,33,82,21,0,84.9,47,200.2,4.4,59.3,13.2,fire
28,08,34,64,16,0,89.4,50.2,210.4,7.3,62.9,19.9,fire 
29,08,35,48,18,0,90.1,54.2,220.4,12.5,67.4,30.2,fire
27,09,31,66,11,0,85.7,8.3,24.9,4,9,4.1,fire
28,09,32,47,14,0.7,77.5,7.1,8.8,1.8,6.8,0.9,not fire
29,09,26,80,16,1.8,47.4,2.9,7.7,0.3,3,0.1,not fire
30,09,25,78,14,1.4,45,1.9,7.5,0.2,2.4,0.1,not fire
